ParkName,ParkCode,LocationID,LocationNumber,LocationType,StreamName,County,ReachID,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,AdditionalComments,StartTime,EndTime,TransectNo,TranLoc,Taxon,SampleCode,PercentRangeOfCover,PercentRangeOfCover_Midpoint,TSN,AquVegGroup
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,1,R,Bare Substrate,4,25-50%,37.50,-999,BARE SUBSTRATE
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,1,R,Callitriche heterophylla,3,5-25%,15.00,32053,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,1,R,Filamentous algae,2,1-5%,3.00,-999,Algae
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,1,R,Mosses,3,5-25%,15.00,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,1,R,Nasturtium officinale,4,25-50%,37.50,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,1,R,Veronica anagallis-aquatica,2,1-5%,3.00,565594,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,L,Bare Substrate,2,1-5%,3.00,-999,BARE SUBSTRATE
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,L,Callitriche heterophylla,2,1-5%,3.00,32053,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,L,Lemna trisulca,3,5-25%,15.00,42595,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,L,Mosses,3,5-25%,15.00,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,L,Nasturtium officinale,6,75-95%,85.00,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,M,Bare Substrate,4,25-50%,37.50,-999,BARE SUBSTRATE
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,M,Callitriche heterophylla,2,1-5%,3.00,32053,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,M,Filamentous algae,2,1-5%,3.00,-999,Algae
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,M,Lemna trisulca,1,0-0.99%,0.50,42595,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,M,Mosses,3,5-25%,15.00,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,M,Nasturtium officinale,3,5-25%,15.00,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,R,Callitriche heterophylla,3,5-25%,15.00,32053,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,R,Glyceria striata,2,1-5%,3.00,40833,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,R,Lemna trisulca,4,25-50%,37.50,42595,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,R,Mosses,2,1-5%,3.00,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,R,Nasturtium officinale,3,5-25%,15.00,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,3,R,Veronica anagallis-aquatica,3,5-25%,15.00,565594,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,L,Bare Substrate,3,5-25%,15.00,-999,BARE SUBSTRATE
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,L,Elodea,4,25-50%,37.50,38936,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,L,Filamentous algae,2,1-5%,3.00,-999,Algae
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,L,Mosses,5,50-75%,62.50,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,L,Nasturtium officinale,4,25-50%,37.50,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,M,Bare Substrate,3,5-25%,15.00,-999,BARE SUBSTRATE
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,M,Callitriche heterophylla,3,5-25%,15.00,32053,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,M,Lemna trisulca,3,5-25%,15.00,42595,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,M,Mosses,3,5-25%,15.00,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,M,Nasturtium officinale,4,25-50%,37.50,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,M,Rumex obtusifolius,1,0-0.99%,0.50,20939,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,R,Callitriche heterophylla,2,1-5%,3.00,32053,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,R,Elodea,3,5-25%,15.00,38936,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,R,Filamentous algae,3,5-25%,15.00,-999,Algae
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,R,Mosses,3,5-25%,15.00,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,R,Nasturtium officinale,5,50-75%,62.50,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,5,R,Veronica anagallis-aquatica,3,5-25%,15.00,565594,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,L,Bare Substrate,3,5-25%,15.00,-999,BARE SUBSTRATE
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,L,Callitriche heterophylla,2,1-5%,3.00,32053,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,L,Elodea,3,5-25%,15.00,38936,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,L,Lemna trisulca,2,1-5%,3.00,42595,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,L,Mosses,2,1-5%,3.00,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,L,Nasturtium officinale,3,5-25%,15.00,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,L,Sparganium americanum,5,50-75%,62.50,42313,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,M,Bare Substrate,3,5-25%,15.00,-999,BARE SUBSTRATE
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,M,Callitriche heterophylla,3,5-25%,15.00,32053,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,M,Elodea,3,5-25%,15.00,38936,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,M,Filamentous algae,3,5-25%,15.00,-999,Algae
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,M,Mosses,1,0-0.99%,0.50,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,M,Nasturtium officinale,6,75-95%,85.00,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,R,Lemna minor,3,5-25%,15.00,42590,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,R,Mosses,4,25-50%,37.50,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,7,R,Nasturtium officinale,6,75-95%,85.00,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,9,L,Bare Substrate,2,1-5%,3.00,-999,BARE SUBSTRATE
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,9,L,Callitriche heterophylla,2,1-5%,3.00,32053,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,9,L,Filamentous algae,1,0-0.99%,0.50,-999,Algae
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,9,L,Glyceria striata,3,5-25%,15.00,40833,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,9,L,Lemna trisulca,3,5-25%,15.00,42595,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,9,L,Mosses,4,25-50%,37.50,-999,Mosses
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,9,L,Nasturtium officinale,4,25-50%,37.50,23255,Angiosperms
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,Alley Spring,Shannon,OZARSPRALL,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,2007,7/24/2007 0:00:00,7/25/2007 0:00:00,,,,9,M,Bare Substrate,3,5-25%,15.00,-999,BARE SUBSTRATE
