"ParkName","ParkCode","dwcType","dwcBasisOfRecord","CalYr","scientificName","DataReleaseID","dbhInCentimeters"
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_80d",6.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_80d",5.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_80d",7.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_80d",9.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_80d",6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_80d",4.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_80d",10
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_80f",3.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_80i",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81a",3.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81a",21.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81e",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81e",3.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81g",4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81g",3.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81g",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81h",3.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81h",3.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81h",3.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_81h",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82b",10.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82b",6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82b",2.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82e",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82e",5.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82f",10.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82f",10.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82g",7.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82g",7.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_82i",7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83a",3.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83d",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83d",1.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83d",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83d",5.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83d",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83d",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83d",5.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83e",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83e",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83e",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_83e",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34d",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34e",1.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34e",3.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34e",4.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34f",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34f",2.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34f",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34g",11.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34g",4.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34h",2.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34i",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34i",10.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34i",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34i",7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34i",13.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_34i",0.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2006,"Juniperus virginiana","A_27a",1
